-1.0,-0.9320400000000002
-0.975,-0.8763232724999919
-0.95,-0.8211115800000168
-0.925,-0.7664806575000002
-0.9,-0.7125062400000097
-0.875,-0.6592640624999995
-0.85,-0.6068298599999898
-0.825,-0.5552793675000106
-0.8,-0.5046883199999999
-0.775,-0.4551324525000117
-0.75,-0.4066875000000001
-0.725,-0.35942919749998664
-0.7,-0.3134332799999999
-0.675,-0.2687754824999995
-0.65,-0.22553154000001424
-0.625,-0.18377718750000005
-0.6,-0.1435881600000004
-0.575,-0.10504019250001519
-0.55,-0.0682090199999994
-0.525,-0.03317037749998412
-0.5,0.0
-0.5,-0.6442199999999998
-0.475,-0.5932861862499919
-0.45,-0.5440797900000083
-0.425,-0.49664137875000036
-0.4,-0.45101151999999955
-0.375,-0.40723078124999934
-0.35,-0.3653397299999906
-0.325,-0.3253789337500096
-0.3,-0.28738896000000946
-0.275,-0.2514103762500096
-0.25,-0.21748374999999975
-0.225,-0.18564964874999526
-0.2,-0.15594864000000544
-0.175,-0.12842129124999957
-0.15,-0.10310817000000483
-0.125,-0.0800498437499999
-0.1,-0.05928687999999783
-0.075,-0.04085984625000496
-0.05,-0.024809309999997614
-0.025,-0.011175838750005251
0.0,0.0
0.0,-0.1986699999999999
0.025,-0.16498224875000053
0.05,-0.13382288999999936
0.075,-0.10518726625000327
0.1,-0.07907071999999409
0.125,-0.055468593749999906
0.15,-0.03437623000000654
0.175,-0.015788971249999673
0.2,0.0002978399999991055
0.225,0.013888861249995454
0.25,0.02498874999999967
0.275,0.033602163750000136
0.3,0.039733760000010436
0.325,0.04338819625001036
0.35,0.04457012999999965
0.375,0.04328421874999977
0.4,0.03953511999999981
0.425,0.03332749125000012
0.45,0.024665989999999693
0.475,0.013555273750000207
0.5,0.0
0.5,0.2955200000000002
0.525,0.3037112664999799
0.55,0.3091927320000001
0.575,0.3120130955
0.6,0.3122210560000195
0.625,0.3098653124999995
0.65,0.3049945639999804
0.675,0.29765750950000003
0.7,0.28790284799999943
0.725,0.2757792785000188
0.75,0.2613354999999995
0.775,0.24462021149999935
0.8,0.2256821119999647
0.825,0.20456990049999968
0.85,0.18133227599998306
0.875,0.15601793749999948
0.9,0.128675584
0.925,0.0993539145000002
0.95,0.06810162799999997
0.975,0.03496742349999993
1.0,0.0
