-1.0,2.0, error: 0.0
-0.975,2.01231, error: 3.934989925902244e-06
-0.95,2.02424, error: 1.396200028391803e-05
-0.925,2.0358, error: 2.77000963961882e-05
-0.9,2.04699, error: 4.313095412822321e-05
-0.875,2.05782, error: 5.857710570911223e-05
-0.85,2.06828, error: 7.268200535603953e-05
-0.825,2.0784, error: 8.439173840724123e-05
-0.8,2.08815, error: 9.29382178904703e-05
-0.775,2.09757, error: 9.78237300732765e-05
-0.75,2.10664, error: 9.880670591044804e-05
-0.725,2.11537, error: 9.588860874698568e-05
-0.7,2.12377, error: 8.930184046995748e-05
-0.675,2.13183, error: 7.949857866984544e-05
-0.65,2.13958, error: 6.714046653311101e-05
-0.625,2.147, error: 5.3089085291890825e-05
-0.6,2.1541, error: 3.839714619857659e-05
-0.575,2.1609, error: 2.4300345396799372e-05
-0.55,2.16738, error: 1.2209830675846689e-05
-0.525,2.17357, error: 3.705234183914996e-06
-0.5,2.17945, error: 5.282296631214933e-07
-0.5,2.17945, error: 5.282296631214933e-07
-0.475,2.18504, error: 2.4590768150645204e-06
-0.45,2.19033, error: 7.2586190489332125e-06
-0.425,2.19532, error: 1.3865704102666854e-05
-0.4,2.20002, error: 2.136000000030336e-05
-0.375,2.20443, error: 2.895768145050326e-05
-0.35,2.20854, error: 3.600746422183221e-05
-0.325,2.21237, error: 4.19869672172446e-05
-0.3,2.2159, error: 4.649938396639186e-05
-0.275,2.21914, error: 4.927044711022788e-05
-0.25,2.2221, error: 5.014567110261936e-05
-0.225,2.22477, error: 4.908785991952769e-05
-0.2,2.22715, error: 4.617486799096682e-05
-0.175,2.22925, error: 4.1597603909426795e-05
-0.15,2.23107, error: 3.565826768969771e-05
-0.125,2.2326, error: 2.8768813530977155e-05
-0.1,2.23385, error: 2.1449631132153257e-05
-0.075,2.23482, error: 1.4328439621458244e-05
-0.05,2.23552, error: 8.139389184425028e-06
-0.025,2.23593, error: 3.722366397340693e-06
0.0,2.23607, error: 2.0225002099749645e-06
0.0,2.23607, error: 2.0225002099749645e-06
0.025,2.23593, error: 3.7223663964525144e-06
0.05,2.23552, error: 8.139389184425028e-06
0.075,2.23482, error: 1.4328439621458244e-05
0.1,2.23385, error: 2.1449631132153257e-05
0.125,2.2326, error: 2.8768813530977155e-05
0.15,2.23107, error: 3.565826768880953e-05
0.175,2.22925, error: 4.1597603909426795e-05
0.2,2.22715, error: 4.617486799096682e-05
0.225,2.22477, error: 4.908785991997178e-05
0.25,2.2221, error: 5.014567110261936e-05
0.275,2.21914, error: 4.927044711022788e-05
0.3,2.2159, error: 4.649938396639186e-05
0.325,2.21237, error: 4.19869672172446e-05
0.35,2.20854, error: 3.60074642222763e-05
0.375,2.20443, error: 2.895768145050326e-05
0.4,2.20002, error: 2.135999999985927e-05
0.425,2.19532, error: 1.3865704102666854e-05
0.45,2.19033, error: 7.2586190489332125e-06
0.475,2.18504, error: 2.4590768150645204e-06
0.5,2.17945, error: 5.282296631214933e-07
0.5,2.17945, error: 5.282296631214933e-07
0.525,2.17357, error: 3.705234183470907e-06
0.55,2.16738, error: 1.2209830675846689e-05
0.575,2.1609, error: 2.4300345396799372e-05
0.6,2.1541, error: 3.839714619857659e-05
0.625,2.147, error: 5.3089085291890825e-05
0.65,2.13958, error: 6.714046653266692e-05
0.675,2.13183, error: 7.949857866984544e-05
0.7,2.12377, error: 8.930184046995748e-05
0.725,2.11537, error: 9.588860874742977e-05
0.75,2.10664, error: 9.880670591044804e-05
0.775,2.09757, error: 9.78237300732765e-05
0.8,2.08815, error: 9.293821789002621e-05
0.825,2.0784, error: 8.439173840724123e-05
0.85,2.06828, error: 7.268200535648361e-05
0.875,2.05782, error: 5.857710570911223e-05
0.9,2.04699, error: 4.313095412777912e-05
0.925,2.0358, error: 2.77000963961882e-05
0.95,2.02424, error: 1.396200028391803e-05
0.975,2.01231, error: 3.934989926346333e-06
1.0,2.0, error: 0.0
