-1.0,-0.36236
-0.975,-0.38554
-0.95,-0.40848
-0.925,-0.43116
-0.9,-0.45356
-0.875,-0.47568
-0.85,-0.49751
-0.825,-0.51902
-0.8,-0.54022
-0.775,-0.56108
-0.75,-0.58159
-0.725,-0.60174
-0.7,-0.62152
-0.675,-0.64092
-0.65,-0.65991
-0.625,-0.6785
-0.6,-0.69666
-0.575,-0.71439
-0.55,-0.73167
-0.525,-0.74849
-0.5,-0.76484
-0.5,-0.76484
-0.475,-0.7807
-0.45,-0.79606
-0.425,-0.81092
-0.4,-0.82528
-0.375,-0.83911
-0.35,-0.85242
-0.325,-0.8652
-0.3,-0.87745
-0.275,-0.88915
-0.25,-0.9003
-0.225,-0.9109
-0.2,-0.92093
-0.175,-0.93039
-0.15,-0.93927
-0.125,-0.94757
-0.1,-0.95528
-0.075,-0.96239
-0.05,-0.9689
-0.025,-0.97479
0.0,-0.98007
0.0,-0.98007
0.025,-0.98437
0.05,-0.98742
0.075,-0.98933
0.1,-0.99021
0.125,-0.99017
0.15,-0.98933
0.175,-0.98779
0.2,-0.98567
0.225,-0.98308
0.25,-0.98012
0.275,-0.97692
0.3,-0.97358
0.325,-0.97022
0.35,-0.96694
0.375,-0.96386
0.4,-0.96109
0.425,-0.95874
0.45,-0.95693
0.475,-0.95576
0.5,-0.95534
0.5,-0.95534
0.525,-0.95432
0.55,-0.95133
0.575,-0.94649
0.6,-0.93992
0.625,-0.93174
0.65,-0.92207
0.675,-0.91103
0.7,-0.89874
0.725,-0.88531
0.75,-0.87086
0.775,-0.85552
0.8,-0.8394
0.825,-0.82262
0.85,-0.8053
0.875,-0.78756
0.9,-0.76952
0.925,-0.75129
0.95,-0.733
0.975,-0.71477
1.0,-0.69671
