-1.0,-0.36236, error: 2.24552332639405e-06
-0.975,-0.38554, error: 9.523659361687642e-07
-0.95,-0.40848, error: 9.37088415703391e-06
-0.925,-0.43116, error: 2.1293048666215508e-05
-0.9,-0.45356, error: 3.5161425577190375e-05
-0.875,-0.47568, error: 4.958699178875259e-05
-0.85,-0.49751, error: 6.335789172723372e-05
-0.825,-0.51902, error: 7.544808336956699e-05
-0.8,-0.54022, error: 8.502586813974311e-05
-0.775,-0.56108, error: 9.146229934131611e-05
-0.75,-0.58159, error: 9.433946388359704e-05
-0.725,-0.60174, error: 9.345863211263072e-05
-0.7,-0.62152, error: 8.884827066457657e-05
-0.675,-0.64092, error: 8.077191332511724e-05
-0.65,-0.65991, error: 6.973588498226935e-05
-0.625,-0.6785, error: 5.6496873840017336e-05
-0.6,-0.69666, error: 4.2069347165551996e-05
-0.575,-0.71439, error: 2.77328059312687e-05
-0.55,-0.73167, error: 1.5038873820816256e-05
-0.525,-0.74849, error: 5.8182161651876285e-06
-0.5,-0.76484, error: 2.187284488530672e-06
-0.5,-0.76484, error: 2.187284488530672e-06
-0.475,-0.7807, error: 7.240507446937272e-06
-0.45,-0.79606, error: 2.04635490557159e-05
-0.425,-0.81092, error: 3.900763021813525e-05
-0.4,-0.82528, error: 6.033490967816135e-05
-0.375,-0.83911, error: 8.222429565418743e-05
-0.35,-0.85242, error: 0.00010277705950578753
-0.325,-0.8652, error: 0.00012042224794128753
-0.3,-0.87745, error: 0.0001339218903727568
-0.275,-0.88915, error: 0.00014237599816813162
-0.25,-0.9003, error: 0.0001452273526768577
-0.225,-0.9109, error: 0.00014226607903378152
-0.2,-0.92093, error: 0.0001336340028852412
-0.175,-0.93039, error: 0.0001198287873140913
-0.15,-0.93927, error: 0.00010170784737895122
-0.125,-0.94757, error: 8.049203981574937e-05
-0.1,-0.95528, error: 5.7769125605955374e-05
-0.075,-0.96239, error: 3.549700323790539e-05
-0.05,-0.9689, error: 1.6006710644722588e-05
-0.025,-0.97479, error: 2.0051939433329835e-06
0.0,-0.98007, error: 3.422158758370486e-06
0.0,-0.98007, error: 3.422158758370486e-06
0.025,-0.98472, error: 2.409529933578014e-06
0.05,-0.98875, error: 1.754293604216972e-05
0.075,-0.99216, error: 3.867410432911722e-05
0.1,-0.99494, error: 6.288527802567057e-05
0.125,-0.9971, error: 8.764623720758369e-05
0.15,-0.99864, error: 0.00011081539496649029
0.175,-0.99956, error: 0.0001306406507026736
0.2,-0.99985, error: 0.00014576000000021683
0.225,-0.99953, error: 0.00015520190070250628
0.25,-0.99859, error: 0.00015838539496637605
0.275,-0.99703, error: 0.00015511998720763032
0.3,-0.99486, error: 0.00014560527802576217
0.325,-0.99207, error: 0.00013043035432902528
0.35,-0.98866, error: 0.0001105729360423302
0.375,-0.98464, error: 8.73982799335371e-05
0.4,-0.98, error: 6.265784124170892e-05
0.425,-0.97476, error: 3.848769394332319e-05
0.45,-0.9689, error: 1.740671064487387e-05
0.475,-0.96242, error: 2.314503237843546e-06
0.5,-0.95534, error: 3.5108743939860076e-06
0.5,-0.95534, error: 3.5108743939860076e-06
0.525,-0.94765, error: 1.6036648159412081e-06
0.55,-0.93936, error: 1.481084737886551e-05
0.575,-0.93047, error: 3.316766231442614e-05
0.6,-0.92101, error: 5.409800288491695e-05
0.625,-0.91096, error: 7.538920403371563e-05
0.65,-0.90035, error: 9.518835267718906e-05
0.675,-0.88918, error: 0.00011199837316822059
0.7,-0.87746, error: 0.0001246738903728506
0.725,-0.86519, error: 0.00013241687294107685
0.75,-0.85239, error: 0.0001347720595057389
0.775,-0.83906, error: 0.0001316221706543219
0.8,-0.82521, error: 0.00012318290967838763
0.825,-0.81085, error: 0.00010999775521802757
0.85,-0.79599, error: 9.293254905573534e-05
0.875,-0.78063, error: 7.316988244676637e-05
0.9,-0.76479, error: 5.220328448840572e-05
0.925,-0.74847, error: 3.18312161650125e-05
0.95,-0.73167, error: 1.4150873820839571e-05
0.975,-0.71442, error: 1.5518059311991905e-06
1.0,-0.69671, error: 3.2906528345533204e-06
