-1.0,0.0, error: 0.0
-0.975,0.04937, error: 2.8449465006019636e-16
-0.95,0.0975, error: 3.0531133177191805e-16
-0.925,0.14437, error: 5.551115123125783e-17
-0.9,0.19, error: 3.0531133177191805e-16
-0.875,0.23438, error: 0.0
-0.85,0.2775, error: 2.220446049250313e-16
-0.825,0.31937, error: 1.1102230246251565e-16
-0.8,0.36, error: 1.1102230246251565e-16
-0.775,0.39938, error: 2.220446049250313e-16
-0.75,0.4375, error: 0.0
-0.725,0.47438, error: 1.1102230246251565e-16
-0.7,0.51, error: 0.0
-0.675,0.54437, error: 0.0
-0.65,0.5775, error: 0.0
-0.625,0.60938, error: 0.0
-0.6,0.64, error: 1.1102230246251565e-16
-0.575,0.66938, error: 1.1102230246251565e-16
-0.55,0.6975, error: 0.0
-0.525,0.72437, error: 2.220446049250313e-16
-0.5,0.75, error: 0.0
-0.5,0.75, error: 0.0
-0.475,0.77437, error: 1.1102230246251565e-16
-0.45,0.7975, error: 2.220446049250313e-16
-0.425,0.81938, error: 0.0
-0.4,0.84, error: 2.220446049250313e-16
-0.375,0.85938, error: 0.0
-0.35,0.8775, error: 3.3306690738754696e-16
-0.325,0.89437, error: 0.0
-0.3,0.91, error: 1.1102230246251565e-16
-0.275,0.92438, error: 1.1102230246251565e-16
-0.25,0.9375, error: 0.0
-0.225,0.94938, error: 0.0
-0.2,0.96, error: 0.0
-0.175,0.96938, error: 0.0
-0.15,0.9775, error: 1.1102230246251565e-16
-0.125,0.98438, error: 0.0
-0.1,0.99, error: 1.1102230246251565e-16
-0.075,0.99438, error: 0.0
-0.05,0.9975, error: 1.1102230246251565e-16
-0.025,0.99938, error: 0.0
0.0,1.0, error: 0.0
0.0,1.0, error: 0.0
0.025,0.99937, error: 1.1102230246251565e-16
0.05,0.9975, error: 0.0
0.075,0.99437, error: 1.1102230246251565e-16
0.1,0.99, error: 1.1102230246251565e-16
0.125,0.98438, error: 0.0
0.15,0.9775, error: 2.220446049250313e-16
0.175,0.96938, error: 0.0
0.2,0.96, error: 0.0
0.225,0.94938, error: 1.1102230246251565e-16
0.25,0.9375, error: 0.0
0.275,0.92438, error: 0.0
0.3,0.91, error: 1.1102230246251565e-16
0.325,0.89437, error: 0.0
0.35,0.8775, error: 1.1102230246251565e-16
0.375,0.85938, error: 0.0
0.4,0.84, error: 1.1102230246251565e-16
0.425,0.81938, error: 0.0
0.45,0.7975, error: 0.0
0.475,0.77437, error: 1.1102230246251565e-16
0.5,0.75, error: 0.0
0.5,0.75, error: 0.0
0.525,0.72437, error: 2.220446049250313e-16
0.55,0.6975, error: 0.0
0.575,0.66938, error: 0.0
0.6,0.64, error: 2.220446049250313e-16
0.625,0.60938, error: 0.0
0.65,0.5775, error: 2.220446049250313e-16
0.675,0.54437, error: 0.0
0.7,0.51, error: 0.0
0.725,0.47438, error: 2.220446049250313e-16
0.75,0.4375, error: 0.0
0.775,0.39938, error: 5.551115123125783e-17
0.8,0.36, error: 3.3306690738754696e-16
0.825,0.31937, error: 1.1102230246251565e-16
0.85,0.2775, error: 2.220446049250313e-16
0.875,0.23438, error: 0.0
0.9,0.19, error: 0.0
0.925,0.14438, error: 1.1102230246251565e-16
0.95,0.0975, error: 4.163336342344337e-17
0.975,0.04938, error: 1.3877787807814457e-17
1.0,0.0, error: 0.0
